Date,Total sources,Sources with issues,Correct sources
2019-03-06,27,6,21
2019-03-07,27,0,27
2019-03-08,27,0,27
2019-03-11,27,0,27
2019-03-12,27,1,26
2019-03-13,27,0,27
2019-03-14,27,0,27
2019-03-15,27,0,27
2019-03-18,27,0,27
2019-03-19,27,0,27
2019-03-20,27,0,27
2019-03-21,27,0,27
2019-03-22,27,0,27
2019-03-25,27,0,27
2019-03-26,27,0,27
2019-03-27,27,0,27
2019-03-28,27,0,27
2019-03-29,41,6,35
2019-04-01,41,2,39
2019-04-02,41,0,41
2019-04-03,41,1,40
2019-04-04,41,1,40
2019-04-05,41,1,40
2019-04-08,41,1,40
2019-04-09,41,1,40
2019-04-10,41,1,40
2019-04-11,41,1,40
2019-04-12,41,1,40
2019-04-15,41,1,40
2019-04-16,41,1,40
2019-04-17,41,1,40
2019-04-18,41,1,40
2019-04-19,41,1,40
2019-04-23,41,1,40
2019-04-24,41,1,40
2019-04-25,41,1,40
2019-04-26,41,1,40
2019-04-29,41,1,40
2019-04-30,41,1,40
2019-05-01,41,1,40
2019-05-02,41,1,40
2019-05-03,41,1,40
2019-05-06,41,1,40
2019-05-07,41,1,40
2019-05-08,41,1,40
2019-05-09,41,1,40
2019-05-10,41,1,40
2019-05-13,41,1,40
2019-05-14,41,1,40
2019-05-15,41,2,39
2019-05-16,41,2,39
2019-05-17,41,2,39
2019-05-20,41,2,39
2019-05-21,41,2,39
2019-05-22,41,2,39
2019-05-23,41,2,39
2019-05-24,41,2,39
2019-05-27,42,2,40
2019-05-28,42,2,40
2019-05-29,42,2,40
2019-05-30,42,2,40
2019-05-31,42,2,40
2019-06-03,42,2,40
2019-06-04,42,2,40
2019-06-05,42,2,40
2019-06-06,42,2,40
2019-06-07,42,2,40
2019-06-10,42,2,40
2019-06-11,42,2,40
2019-06-12,42,2,40
2019-06-13,42,2,40
2019-06-14,42,2,40
2019-06-17,42,2,40
2019-06-18,42,2,40
2019-06-19,42,2,40
2019-06-20,42,2,40
2019-06-21,42,2,40
2019-06-24,42,2,40
2019-06-25,42,2,40
2019-06-27,42,2,40
2019-06-28,42,2,40
2019-07-08,42,2,40
2019-07-09,42,2,40
2019-07-10,42,2,40
2019-07-11,42,2,40
2019-07-12,42,2,40
2019-07-15,42,2,40
2019-07-16,42,2,40
2019-07-17,42,2,40
2019-07-18,42,2,40
2019-07-19,42,2,40
2019-07-22,42,2,40
2019-07-23,42,2,40
2019-07-24,42,2,40
2019-07-25,42,2,40
2019-07-26,42,2,40
2019-07-29,42,2,40
2019-07-30,42,2,40
2019-07-31,42,2,40
2019-08-01,42,2,40
2019-08-02,42,2,40
2019-08-05,42,2,40
2019-08-06,42,2,40
2019-08-07,42,2,40
2019-08-08,42,2,40
2019-08-09,42,2,40
2019-08-12,42,2,40
2019-08-13,42,2,40
2019-08-14,42,2,40
2019-08-15,42,2,40
2019-08-16,42,2,40
2019-08-26,42,2,40
2019-08-27,42,2,40
2019-08-28,42,2,40
2019-08-29,42,2,40
2019-08-30,42,0,42
2019-09-02,42,0,42
2019-09-03,42,0,42
2019-09-04,42,0,42
2019-09-05,42,0,42
2019-09-06,42,0,42
2019-09-09,42,0,42
2019-09-10,42,0,42
2019-09-11,42,0,42
2019-09-12,42,0,42
2019-09-13,42,0,42
2019-09-16,42,0,42
2019-09-17,42,0,42
2019-09-18,42,0,42
2019-09-19,42,0,42
2019-09-20,42,0,42
2019-09-23,42,0,42
2019-09-24,42,0,42
2019-09-25,42,0,42
2019-09-26,42,0,42
2019-09-27,42,0,42
2019-09-30,42,0,42
2019-10-01,42,0,42
2019-10-03,42,0,42
2019-10-04,42,0,42
2019-10-07,42,0,42
2019-10-08,42,0,42
2019-10-09,42,0,42
2019-10-10,42,0,42
2019-10-11,42,0,42
2019-10-14,42,0,42
2019-10-15,42,0,42
2019-10-18,42,0,42
2019-10-21,42,0,42
2019-10-22,42,0,42
2019-10-23,42,0,42
2019-10-24,42,0,42
2019-10-25,42,0,42
2019-10-28,42,0,42
2019-10-29,42,0,42
2019-10-30,42,0,42
2019-10-31,42,0,42
2019-11-01,42,0,42
2019-11-04,42,0,42
2019-11-05,42,0,42
2019-11-06,42,0,42
2019-11-07,42,0,42
2019-11-08,42,0,42
2019-11-11,42,0,42
2019-11-12,42,0,42
2019-11-13,42,0,42
2019-11-14,42,0,42
2019-11-15,42,0,42
2019-11-18,42,0,42
2019-11-19,42,0,42
2019-11-20,42,0,42
